cognom;freq1;freq2;fre1i2
ARTIGOT;147;130;0
IZQUIER;147;130;0
JILALI;147;130;0
ZUMALACARREGUI;147;128;0
AUTET;147;126;0
TELLOLS;147;124;0
PLACIDO;147;123;0
BORGOÑON;147;122;0
CACHIMUEL;147;122;0
BIENES;147;119;0
ELGEZABAL;147;118;0
SARRET;147;117;0
CALVIS;147;116;0
DIAZ UFANO;147;116;0
SOUCASE;147;114;0
GANZARAIN;147;113;0
FERNANDEZ TRUJILLO;147;111;0
ERCE;147;109;0
HUELMO;147;109;0
IBARLUZEA;147;107;0
LUCENO;147;107;0
SARTI;147;99;0
BARBAT;147;96;0
IRUARRIZAGA;147;94;0
GODRID;147;92;0
BAGDAD;147;89;0
LOUAH;147;76;10
SALAM;147;70;7
DONIGA;147;66;0
AKDIM;147;63;0
GOSPODINOV;147;61;6
ZAOUJAL;147;61;0
DHILLON;147;59;6
CHILAH;147;54;0
WOJCIK;147;51;0
RUGGERI;147;43;0
SILVESTRI;147;39;0
DI MARCO;147;37;0
EL FATHI;147;35;0
OURINICHE;147;34;0
BEVILACQUA;147;27;0
ILINA;147;27;0
OURINICH;147;23;6
MASOOD;147;23;0
EL IYSAOUY;147;22;0
SMIRNOV;147;20;0
MIDDLETON;147;19;0
ROMANYUK;147;17;0
TINCU;147;15;0
AJMAL;147;13;0
ENEA;147;13;0
STINGACIU;147;9;0
BUD;147;5;0
GANCHOZO;146;226;0
IÑIGUEZ DE HEREDIA;146;212;0
ZAMBRUNO;146;211;0
REDREJO;146;198;0
IBAÑEZ DE GARAYO;146;195;0
EIMIL;146;185;0
VENEROS;146;183;6
ARCIA;146;183;0
RODRIGUEZ GUZMAN;146;182;0
GUIXOT;146;179;0
AREAS;146;176;0
SANTURIO;146;175;0
COMPAÑO;146;173;0
SAYAR;146;172;0
CANDELEDA;146;167;0
MARTIN MOYANO;146;166;5
MALLOU;146;161;0
CATLLA;146;159;0
TOSSO;146;157;0
GUART;146;156;0
GARCIA MAROTO;146;155;0
GARCIA QUIROS;146;155;0
XIMENIS;146;152;0
SAENZ DE UGARTE;146;151;0
AGUSTINO;146;150;0
DIAZ BENITO;146;150;0
ESPUGA;146;149;7
OGAZON;146;149;0
COMPTA;146;148;0
FEIXA;146;147;0
GRAÑO;146;147;0
MOJONERO;146;147;0
PERNIL;146;147;0
BODON;146;145;0
ROSIÑOL;146;145;0
MASANES;146;144;0
LOBEJON;146;142;0
COMAPOSADA;146;141;0
COOMONTE;146;140;0
ZAPATERA;146;137;0
ESTRADERA;146;136;0
LOPEZ DE MURILLAS;146;136;0
PUCHAU;146;136;0
ARMENDIA;146;135;0
CHIQUILLO;146;135;0
SOBRERO;146;134;0
SAMUEZA;146;133;6
ARANEGUI;146;132;0
BANQUE;146;131;0
TEJEL;146;130;0
ZOTANO;146;130;0
ERDOIZA;146;129;0
BARBEITOS;146;128;5
CABIECES;146;128;0
SAMBAD;146;126;0
GARDEÑES;146;123;0
SISTERE;146;123;0
ESPUÑES;146;122;0
MAGEN;146;121;0
PUNSET;146;119;0
ESCOLANTE;146;118;5
BORRUEY;146;118;0
CARCOBA;146;115;0
GARCIA HIERRO;146;113;0
HORTIGON;146;113;0
RIEROLA;146;113;0
MING;146;112;0
GUIM;146;110;0
DOURAL;146;108;0
BECEDAS;146;107;0
GOJENOLA;146;107;0
SAN NARCISO;146;103;0
LOPEZ BRAVO;146;100;0
PAINCEIRAS;146;100;0
PIPO;146;92;0
HAJAJ;146;89;18
ITXASO;146;76;0
BENHADI;146;71;5
DE LOS RISCOS;146;70;0
ATTA;146;66;0
BOUASRIA;146;65;0
BOUBKER;146;57;0
WINKLER;146;57;0
AZMANI;146;48;0
BAKRI;146;38;0
BALOGH;146;38;0
CHARCHAOUI;146;35;15
NEMMASSI;146;34;9
KAIDI;146;32;0
KABIR;146;29;0
FARESS;146;24;0
TOWNSEND;146;19;0
BALOG;146;15;0
SAQIB;146;11;0
SALAGEAN;146;10;0
RADUT;146;9;0
NICULAI;146;5;0
BABON;145;190;0
DUEÑA;145;187;0
ASTORQUIZA;145;184;0
ASES;145;177;0
NUENO;145;176;0
AIXA;145;175;0
TAPIOLES;145;174;0
ERCORECA;145;171;0
DOÑAS;145;168;0
SIRGADO;145;168;0
PRIO;145;167;0
GUINJOAN;145;164;0
GARDELLA;145;161;0
FARGALLO;145;156;0
CORAO;145;155;0
LUCHORO;145;155;0
SINTAS;145;154;0
IJURCO;145;152;0
RAMIRES;145;151;0
DUOCASTELLA;145;147;0
INESTAL;145;147;0
TORBELLINO;145;147;0
GUALDE;145;146;0
ARMENTAL;145;145;0
MANRIQUEZ;145;145;0
DO NASCIMIENTO;145;144;0
PEDRUELO;145;143;0
DABRIO;145;142;0
GARCIA ARANDA;145;142;0
AULESTIA;145;141;0
PENIDO;145;141;0
REGALIZA;145;141;0
PINSACH;145;140;0
CHIVATO;145;139;0
FACILA;145;139;0
PEREZ DE CIRIZA;145;138;0
ACHURRA;145;137;0
CENARRUZABEITIA;145;137;0
CORTACERO;145;136;0
LOMBAN;145;136;0
BOTANCH;145;135;0
CUADRI;145;135;0
BLE;145;134;0
COTERO;145;133;0
BODEGAS;145;131;0
PASQUIN;145;131;0
BRESCIA;145;129;0
VIRELLA;145;129;0
TREINTA;145;128;0
GOLFE;145;127;0
ANCHELERGUES;145;124;0
BARNEO;145;123;0
VEZ;145;122;0
ROMERO DEL HOMBREBUENO;145;120;0
TORINOS;145;119;0
TABORA;145;117;0
LLACUNA;145;114;0
DE ANTON;145;113;0
CAMPANERA;145;112;0
COMUÑAS;145;112;0
RAPP;145;112;0
BARDAL;145;110;0
BARRAMEDA;145;110;0
CHILLAGANA;145;109;8
AYRA;145;109;0
ANIEVAS;145;108;0
MORLAS;145;108;0
DEL ALCAZAR;145;107;0
SAN LEANDRO;145;99;0
FILIPOVA;145;92;0
AURTENETXE;145;79;0
ORVICH;145;76;7
EL AOUFI;145;62;0
MANOUACH;145;53;17
BARTAL;145;53;0
HAMDANE;145;50;0
TAOUSSI;145;48;0
BOUJAADA;145;46;0
DE SIMONE;145;42;0
FRIEDRICH;145;41;0
EL MARNISSI;145;39;0
BEN DRISS;145;37;0
KOZLOVA;145;33;0
MARZAK;145;33;0
BRADSHAW;145;30;0
LUCAN;145;30;0
TOUNSI;145;26;0
PLESCA;145;24;0
WATERS;145;24;0
BIRCH;145;22;0
FEKKAK;145;22;0
VALERIEV;145;22;0
GODDARD;145;19;0
COMANESCU;145;13;0
STOKES;145;13;0
CIOACA;145;8;0
VLADU;145;8;0
GORGAN;145;7;0
BRAZAL;144;229;0
OLLEROS;144;211;0
BEGIRISTAIN;144;202;5
CUMBICOS;144;198;11
CARQUES;144;182;0
PERELA;144;182;0
PREIXENS;144;175;0
JUARA;144;170;0
DIAZ PINTADO;144;169;0
PENIS;144;169;0
ROZADILLA;144;169;0
TIJERA;144;169;0
SARACIBAR;144;168;0
JUSTAMANTE;144;167;0
SAILEMA;144;163;11
BERDAYES;144;157;0
DOYAGUE;144;155;0
BANCES;144;154;0
BRUNED;144;153;0
ZUBIARRAIN;144;153;0
SANCHEZ NORIEGA;144;151;0
VERGUIZAS;144;151;0
ARRINDA;144;150;0
PARRILLO;144;149;10
CLAPERA;144;149;0
ARRONES;144;148;0
DEL SANTO;144;147;0
HERMS;144;147;0
RIZALDOS;144;146;0
BUERGO;144;144;0
CHANCAY;144;143;0
GONZALEZ DE LANGARICA;144;143;0
PADURA;144;143;0
MAISO;144;142;0
DELHOM;144;141;0
HERBELLA;144;141;0
EXTREMIANA;144;138;0
LASTERRA;144;138;0
VALENTINES;144;137;0
VILAGELIU;144;137;0
SANHUEZA;144;136;0
SILGO;144;135;0
MARGENAT;144;133;0
LOPEZ DE LA NIETA;144;132;0
PANCHI;144;130;5
IGUIÑIZ;144;129;0
MARCER;144;129;0
JUANALS;144;126;0
MERINAS;144;126;0
CUART;144;124;0
ARIGITA;144;123;0
BARRUTIETA;144;123;0
BARTES;144;123;0
BASAS;144;123;0
TRESGUERRES;144;123;0
ALMARCEGUI;144;122;0
ADE;144;121;0
AYARZAGUENA;144;121;0
BOMBA;144;120;0
LOPEZ REINA;144;119;0
ARNELA;144;118;0
ITURAIN;144;117;0
HUELTES;144;116;0
LARRIPA;144;116;0
VINTRO;144;116;0
COAQUIRA;144;115;0
CAPPA;144;113;0
CARABAJAL;144;108;0
DONNAY;144;106;0
LAMOSO;144;101;0
KORTABITARTE;144;95;0
GARCIA DEL VALLE;144;87;0
LAINE;144;81;0
UTERGA;144;80;0
DIETRICH;144;71;0
AGINAGA;144;68;0
BOT;144;66;0
WAHBI;144;56;0
MBITIL;144;52;31
MAHDAD;144;52;10
BOUHARRAT;144;52;0
HERBERT;144;50;0
EL BAKHTI;144;46;0
SIMMONS;144;43;0
BEN MESSAOUD;144;42;0
BAROUDI;144;38;0
DE GROOT;144;37;0
SEMENOVA;144;33;5
CHIBANI;144;33;0
KHALLADI;144;32;0
SOUISSI;144;30;0
EL BAHLOUL;144;26;0
EL JELLOULI;144;26;0
OSAN;144;25;0
NEAG;144;16;0
DEMIAN;144;15;0
BULAI;144;12;0
STANA;144;12;0
EHSAN;144;11;0
MOROSANU;144;10;0
BRILLAS;143;207;0
ALFAMBRA;143;202;6
ACURIO;143;201;18
ATANET;143;185;0
SIOTA;143;180;11
PRAXEDES;143;180;0
RADIGALES;143;174;0
POLEGRE;143;172;0
PEREZ DE LEON;143;170;0
SORAZU;143;167;0
ALPISTE;143;165;0
ARGUEZ;143;161;0
DEOGRACIAS;143;159;0
SANZBERRO;143;153;0
AMELLA;143;151;0
SELVI;143;149;0
CORZON;143;147;0
SOSSA;143;147;0
CIERCO;143;146;0
RIEIRO;143;146;0
BALDUZ;143;144;0
MARULL;143;143;7
TORUÑO;143;143;6
PRECIOSO;143;143;0
SENTANDREU;143;142;0
ARMIÑO;143;141;0
HIJARRUBIA;143;140;0
LUCA DE TENA;143;140;0
FAUBELL;143;138;0
SANMILLAN;143;138;0
BARREROS;143;137;0
GOCE;143;137;0
DE SAN JUAN;143;136;0
GIRALDE;143;134;0
TALAVERANO;143;134;0
BERUETE;143;133;0
ESCRIVA DE ROMANI;143;131;0
BERTHOLET;143;129;0
CARITG;143;129;0
ABDELKRIM;143;128;0
CORTACANS;143;128;0
MARKAIDA;143;128;0
PUJOLAS;143;127;0
GONZALEZ ALLER;143;126;0
TAVIRO;143;126;0
GOMEZ PULGAR;143;125;0
SIGCHO;143;125;0
AMILLS;143;124;0
CARRANDI;143;124;0
BALDRES;143;123;0
DA CUÑA;143;121;0
CLA;143;120;0
ESCAT;143;120;0
MAJOS;143;118;0
UBIETA;143;118;0
VILARRUBLA;143;118;0
ORCERO;143;117;0
TUBILLEJA;143;117;0
DE MAGALHAES;143;116;0
ALMACHE;143;115;0
MONTAS;143;115;0
ABUCHA;143;113;0
REDOLAT;143;113;0
VALIOS;143;113;0
ABA;143;110;0
MIRALDA;143;109;0
AZKORRA;143;108;0
REMISEIRO;143;87;0
VALLINOT;143;80;0
FONTAINE;143;79;0
SLAVOV;143;77;5
SEBTI;143;74;0
VACCA;143;72;0
MURA;143;64;0
SALIH;143;61;0
EGHAREVBA;143;49;5
SAHA;143;47;22
EL MEZIANI;143;42;0
YASIN;143;37;0
CHEDDAD;143;35;0
BOND;143;33;0
HADINI;143;32;12
MOON;143;28;0
OLIYNYK;143;27;0
BHATIA;143;25;16
CHOUDNA;143;25;0
LYUBOMIROV;143;20;0
DEACONU;143;15;0
MANNING;143;14;0
BOURASSI;143;12;0
BALUTA;143;11;0
IOSUB;143;7;0
COBETA;142;232;0
GUAPO;142;191;0
SARTAL;142;186;0
CUSME;142;184;5
GASCONS;142;178;0
RAMONELL;142;176;0
GALLIZO;142;175;0
MOLIAS;142;175;0
LAPERAL;142;167;0
DE LA COLINA;142;165;0
POZANCO;142;164;0
JARANDILLA;142;161;0
POTRONY;142;161;0
SAN CLEMENTE;142;161;0
CAELLAS;142;160;0
ABIN;142;157;0
GRECH;142;156;0
GALBETE;142;155;0
UGIA;142;151;0
GARROCHENA;142;150;0
ASPRON;142;149;11
ABRIO;142;148;0
VALLELADO;142;148;0
PERAILE;142;147;0
SAN GINES;142;147;0
DOBAÑO;142;146;0
TAIEB;142;145;0
FORMENTO;142;143;0
DE LAS FUENTES;142;139;0
ESPASES;142;139;0
NAYDENOV;142;139;0
ABARDIA;142;138;0
INURRIA;142;138;0
SEQUEDA;142;135;0
CAZA;142;134;5
ELETA;142;134;0
ZUCAR;142;131;0
MOZA;142;130;0
REMOLINA;142;129;0
SARVISE;142;128;0
MARSINYACH;142;127;0
QUINDIMIL;142;127;0
EVARISTO;142;123;0
SANDALINAS;142;123;0
CAERO;142;122;0
COTALLO;142;122;0
MATUS;142;122;0
OITAVEN;142;121;0
ALVAREZ DE LARA;142;117;0
COBIELLA;142;116;0
FELICI;142;116;0
MARQUEZ DE PRADO;142;112;21
ECHAVARREN;142;112;0
HISPAN;142;112;0
MARTINEZ DE SALINAS;142;112;0
HUACON;142;111;0
PERUYERO;142;107;0
ARRABE;142;106;0
PORT;142;105;0
LARUELO;142;104;0
URIO;142;104;0
BOCARDO;142;103;0
SUESTA;142;102;0
DE LOZAR;142;101;0
SIRES;142;100;0
PALES;142;96;0
COSTILLO;142;94;0
AUTONELL;142;93;0
BELARTE;142;93;0
BARRIOBERO;142;92;0
DUCHEL;142;92;0
CHERREZ;142;89;0
PINTER;142;78;0
SOMMER;142;72;0
BIHI;142;69;0
JACQUET;142;68;0
EL BASRI;142;61;0
LAACHIRI;142;60;0
ALOUI;142;55;0
GHAZALI;142;49;0
POZZI;142;46;0
MOUJANE;142;36;0
ENNASSIRI;142;32;0
FARIH;142;29;0
CONWAY;142;27;0
REILLY;142;27;0
HAYRAPETYAN;142;24;0
MAXWELL;142;20;0
BOB;142;19;0
HATEGAN;142;9;0
BARB;142;8;0
HUTANU;142;8;0
RAT;142;8;0
YASIR;142;7;0
OBEJO;141;189;0
DIEPPA;141;186;0
ALMACHI;141;179;0
GAUBECA;141;172;0
SALDISE;141;172;0
CANDELERA;141;166;0
GALARZO;141;166;0
JORRETO;141;164;0
LEONIS;141;164;0
APECECHEA;141;163;0
VICTORY;141;162;0
LESENDE;141;157;0
MOLIO;141;155;0
TAPIAL;141;155;0
ARENES;141;154;0
GODINA;141;154;0
ROSTRO;141;154;0
ARISTE;141;153;0
MONESMA;141;153;0
GAZOL;141;149;0
MARTINEZ DE OSABA;141;149;0
SALSENCH;141;149;0
SARGATAL;141;149;0
STANEV;141;149;0
GARCIA DIEGO;141;148;0
PEDREROL;141;148;0
PEÑAHERRERA;141;145;0
EGAS;141;144;0
ATAZ;141;143;0
COLIAS;141;143;0
OSTALE;141;142;0
SIBINA;141;141;0
ARAMBUL;141;140;0
TOBARIAS;141;139;0
MOSTACERO;141;138;0
SAENZ DE JUBERA;141;138;0
CEPERUELO;141;136;0
OREÑA;141;136;0
PAMO;141;134;0
SUARDIAZ;141;134;0
CARABE;141;133;0
PIS;141;130;0
ARTIACH;141;129;0
CONCHILLA;141;129;0
VILLACIAN;141;129;0
RIVEIROS;141;128;5
GENDRE;141;127;0
REQUELO;141;125;24
ROCASPANA;141;125;0
ATOCHERO;141;124;0
ICARDO;141;124;0
MARTIRENA;141;124;0
MUNTAÑOLA;141;124;0
SANCRISTOBAL;141;124;0
ZUMALDE;141;123;6
SERRANOS;141;122;6
SAGRARIO;141;122;0
ROMERO DE LA OSA;141;121;0
TORILO;141;120;0
GIFREU;141;117;0
IRAGUI;141;117;0
SEVERICHE;141;117;0
GARBISU;141;115;0
VERDIELL;141;115;0
ANELLO;141;114;0
JUGO;141;114;0
FIALLEGA;141;113;0
TAVERNER;141;112;11
ILDEFONSO;141;111;0
VILLARIAS;141;110;0
CUICHAN;141;109;0
TALAVERO;141;109;0
FREIXINET;141;108;0
MILL;141;108;0
ATXURRA;141;107;0
PEREZ OLIVARES;141;107;0
AREÑAS;141;104;0
GRISO;141;104;0
MORETE;141;102;0
BOIXADOS;141;101;0
CODESEDA;141;94;0
FERNANDEZ PEÑA;141;91;0
UYA;141;91;0
SLAVCHEVA;141;83;0
GAUTHIER;141;80;0
VAZQUEZ DE PRADA;141;80;0
MABCHOUR;141;73;6
LYUBENOVA;141;68;0
RUSEVA;141;65;0
CHARRADI;141;62;0
EL KANDOUSSI;141;61;0
NHARI;141;60;0
ALLACH;141;57;0
RIZZI;141;57;0
EL FATMI;141;55;0
BADER;141;52;0
GARNIER;141;51;0
HOLM;141;48;0
MESRAR;141;47;0
NAJMI;141;47;0
SOUFI;141;43;0
CHAABI;141;42;0
WILLEMS;141;40;0
BARKANI;141;38;0
LABIB;141;34;0
VERMEULEN;141;34;0
EL HIMER;141;33;0
KOWALSKI;141;33;0
AZAD;141;31;0
OUAZIZ;141;26;0
VULPE;141;22;0
PADURARIU;141;16;0
HAO;141;14;0
AMARIEI;141;13;0
DINA;141;13;0
CAMPEAN;141;10;0
CALUGAR;141;8;0
BANCHON;140;224;0
MACAYO;140;192;0
JARES;140;191;0
OROQUIETA;140;188;6
CANELLAS;140;187;0
BEDOS;140;186;0
ANIBARRO;140;181;0
HERASME;140;181;0
HORCHE;140;181;0
ROIBAL;140;180;0
IGUARAN;140;176;0
ARRIBILLAGA;140;171;0
LARANGA;140;168;0
GILAR;140;166;0
LUQUEZ;140;165;0
SALANUEVA;140;165;0
MANZUETA;140;164;9
ALEDON;140;161;0
ALFOSEA;140;161;0
COLUBI;140;161;0
LENZA;140;159;0
MARABEL;140;158;0
JIMENEZ ORTIZ;140;157;0
BARAZAL;140;156;0
LAVALL;140;156;0
SOBREDO;140;156;0
VALLCANERAS;140;156;0
GUILLENA;140;154;0
HERVERA;140;153;0
FIGA;140;152;0
PUJOLA;140;151;0
BLANDIN;140;150;0
ANSIA;140;149;0
CABIEDAS;140;146;0
FAÑA;140;145;0
BERGERA;140;144;0
ARISO;140;143;0
BELLOSTAS;140;143;0
TELLES;140;143;0
VERGAZ;140;143;0
RASPEÑO;140;142;6
SECANELLA;140;142;6
PANTION;140;142;0
SABALLS;140;140;0
MARTIN VIVEROS;140;139;0
GARCIA FRAILE;140;138;0
URKOLA;140;138;0
MAGARZO;140;137;0
RUPERTO;140;136;0
CHAGUACEDA;140;135;0
TELECHEA;140;135;0
ZUBIATE;140;134;0
GIRAU;140;133;0
IRAOLAGOITIA;140;132;0
VOLTA;140;132;0
ZAGUIRRE;140;132;0
MADICO;140;130;0
LABADIA;140;129;0
BORRUT;140;128;0
NOVALVOS;140;125;0
CONSTANS;140;124;0
ADRIANO;140;122;5
ARZAC;140;122;0
BALLINA;140;120;5
BARINAGARREMENTERIA;140;120;0
MOINA;140;119;5
CHINE;140;119;0
INCA;140;119;0
IÑURRIETA;140;119;0
REQUE;140;119;0
DE OLANO;140;118;0
LONGARON;140;118;0
VALLANO;140;118;0
BETANZO;140;117;0
LANCINA;140;117;0
RABANEDO;140;117;0
ESTIVALIS;140;116;0
TERRA;140;116;0
AVELAR;140;115;0
MARTINEZ DE VELASCO;140;114;0
NUBIOLA;140;114;0
ASTUY;140;112;0
ERANSUS;140;112;0
SARCEDA;140;112;0
SARD;140;109;0
ROCA DE TOGORES;140;108;0
FORADADA;140;106;0
MAIDAGAN;140;105;0
LAYANA;140;104;0
ALDEANUEVA;140;103;0
ESBERT;140;103;0
LLEVAT;140;102;0
CATARINO;140;101;0
ARRETXE;140;100;0
DE LA CARRERA;140;99;0
LASKURAIN;140;99;0
OQUIÑENA;140;99;0
FOPIANI;140;97;0
BOLLAR;140;93;0
CABILLA;140;92;0
REQUESENS;140;92;0
O'SHEA;140;90;0
TURCO;140;86;0
QUECEDO;140;80;0
DE JAIME;140;77;0
ROUSSEAU;140;76;0
CHOUDHRY;140;72;9
PEREZ DE VARGAS;140;71;0
BOUARFA;140;68;0
PFEIFFER;140;67;0
BAL;140;65;0
HO;140;62;0
ZAIT;140;56;0
HERMANN;140;55;0
SOUIRI;140;45;10
TAOUATI;140;41;0
ZELAOUI;140;38;11
MURADYAN;140;30;0
DENES;140;29;0
KOUDAD;140;28;0
BABOU;140;26;6
MIHAILOV;140;26;0
ELLAHI;140;17;0
HAYWARD;140;16;0
CAPRARU;140;12;0
PURICE;140;12;0
MACARIE;140;9;0
VENTSISLAVOV;140;9;0
MUTU;140;8;0
MARTINAS;140;6;0
SUBHANI;140;5;0
MANDACHE;140;0;0
MELENDRO;139;221;0
ESPARRAGA;139;195;0
GARRAZA;139;192;0
NEBRIL;139;192;0
TRAVESET;139;187;0
CORCOY;139;185;0
ALAMILLA;139;183;0
MIRCHEVA;139;179;0
DIAZ PINTO;139;170;0
TAPIES;139;167;0
MERAN;139;163;9
TUHAMI;139;162;8
MORAGUEZ;139;158;0
ECHARREN;139;157;0
CITOLER;139;155;0
CIVIL;139;152;0
CUARTIELLES;139;151;0
TRASCASA;139;151;0
ZALDUMBIDE;139;151;0
CANDENAS;139;149;0
JABALOYAS;139;147;0
GARCIA DEL PINO;139;146;0
ANTONELL;139;144;0
VIGURIA;139;144;0
HACHERO;139;142;0
COMBALIA;139;141;0
BENEDET;139;138;0
MANDIOLA;139;137;0
TAURA;139;137;0
YESA;139;137;0
BURREL;139;136;0
JUANHUIX;139;135;0
BARAMBONES;139;134;7
FERNANDEZ VELILLA;139;133;0
FINESTRES;139;132;0
SAN BRUNO;139;132;0
PEREZ VICO;139;130;0
ESGUEVILLAS;139;129;0
LEGIDOS;139;127;0
SANCHEZ BRUNETE;139;125;6
BARTRES;139;125;0
DE LOS LLANOS;139;125;0
DE DUEÑAS;139;123;0
ESTOPIÑA;139;123;0
TIELVE;139;123;0
CABELLO DE ALBA;139;122;8
CALLS;139;122;0
LAVANDERO;139;121;0
ALDUDO;139;120;0
BONEU;139;120;0
ENDRINA;139;119;0
VALEN;139;118;0
BIZARRAGA;139;117;7
DIAZ MORENO;139;117;0
SAEZ DE VICUÑA;139;117;0
VINOS;139;117;0
RANGIL;139;114;0
RONCALES;139;114;0
ARINERO;139;111;6
CONSTANTI;139;109;0
ESPINIELLA;139;109;0
IBAÑEZ DE OPACUA;139;109;0
HENRIQUE;139;105;0
LUMERAS;139;105;0
PILATUÑA;139;103;0
PERICET;139;99;0
SAMARANCH;139;97;0
ALIFA;139;96;0
DEL VIGO;139;92;0
RHOUNI;139;92;0
CANIVELL;139;89;0
NAYEM;139;87;0
DRUDIS;139;85;0
RUSEV;139;84;7
LAMARTI;139;80;0
RONCEL;139;79;0
CAGIGOS;139;78;0
SIDI MOHAMED;139;75;0
KNORR;139;66;0
BENTAYEB;139;65;0
LAAMIRI;139;65;0
BENHADDI;139;59;6
AGOSTINI;139;56;0
CHENNOUF;139;45;0
DILLON;139;44;0
PETRENKO;139;41;8
BOUHOUCH;139;39;0
ABU;139;38;0
ATTIA;139;37;6
FAZAL;139;37;0
KENNY;139;36;0
STEELE;139;28;0
SZASZ;139;27;0
OUACHA;139;26;0
BEJENARU;139;24;7
KARKI;139;24;0
CANDE;139;23;0
SANDERSON;139;23;0
KANDEL;139;22;0
CEBOTARI;139;18;5
ATKINS;139;17;0
TKACH;139;17;0
CHERECHES;139;15;0
QAISAR;139;13;0
MEDDICH;139;12;7
WAQAR;139;11;0
ARION;139;10;0
ZEESHAN;139;5;0
DE SANTANA;138;233;0
TOTORICAGUENA;138;213;0
BOLA;138;180;0
ENTONADO;138;177;0
ROTELLA;138;175;0
UDAETA;138;173;0
LARRABIDE;138;170;0
QUERENCIA;138;169;9
SANTAEULARIA;138;166;0
MALAXECHEVARRIA;138;165;0
COMAJUAN;138;164;0
FATSINI;138;159;0
LOVELLE;138;159;0
VIADE;138;158;0
DELCLOS;138;156;0
JODAS;138;156;0
BRONCHALO;138;155;5
SANCHEZ HERRERA;138;153;7
AREJULA;138;151;0
CESTAU;138;150;8
TOLOBA;138;149;0
SOMONTE;138;148;0
FULLOLA;138;147;0
SERAPIO;138;147;0
AGUIRREURRETA;138;145;0
AYAPE;138;145;0
ROMERALO;138;145;0
ALABARCES;138;144;0
MELENDREZ;138;143;0
ESTRINGANA;138;142;0
ARANTEGUI;138;141;0
PIDRE;138;141;0
DIAZ MAYORDOMO;138;140;0
AMAS;138;138;0
URRAZA;138;137;0
MEDALL;138;136;0
SEMIS;138;135;0
PUJANTELL;138;134;0
TOLRA;138;134;0
ISUS;138;133;0
LIEBANES;138;133;0
MUS;138;133;0
LOPEZ DE LA VIEJA;138;132;0
MARZOK;138;132;0
GOR;138;131;0
DAMEA;138;130;11
PASQUIER;138;130;5
LOUGEDO;138;129;10
MAZQUIARAN;138;129;0
OLITE;138;126;0
GUERA;138;125;0
MONDARAY;138;123;0
ABALLE;138;122;0
BIETO;138;121;0
LINAZASORO;138;119;0
SANCHEZ GUERRERO;138;119;0
SONSECA;138;119;0
CANTERAS;138;115;0
CASASEMPERE;138;113;0
OSCARIZ;138;113;0
NIVAR;138;110;0
GRANGE;138;109;0
NOVEJARQUE;138;108;0
POSAS;138;107;0
UGUET;138;105;0
VISCARRA;138;105;0
GUEDELLA;138;104;0
ROBADO;138;104;0
FACIABEN;138;103;0
MASSE;138;102;0
GALIA;138;100;0
PISADOR;138;99;0
SANCHEZ MORENO;138;99;0
MOREO;138;98;0
TORTI;138;96;0
REGLA;138;95;0
CARCELLE;138;94;0
BERTOLA;138;93;0
CORTABARRA;138;92;0
FIALLEGAS;138;92;0
BARRABINO;138;91;0
ALTIERI;138;84;0
TRIFONOVA;138;79;6
RIAN;138;76;11
HUNG;138;76;0
DIAZ PINES;138;75;0
RAPALLO;138;75;0
GOSPODINOVA;138;70;6
BENJILALI;138;64;0
STEINER;138;63;0
HOANG;138;60;0
RAOUI;138;59;0
MACKAY;138;52;0
SERHIR;138;48;9
FROLOVA;138;44;0
NORTON;138;41;0
NAPOLITANO;138;40;0
OMORODION;138;39;8
BRUNI;138;39;0
MAGGIO;138;37;0
REEVES;138;37;0
TABBAI;138;37;0
MBODJI;138;36;0
DI LORENZO;138;34;0
EL KAMOUNI;138;34;0
CHAMBERLAIN;138;32;0
NEGRAJ;138;29;11
BENAMARA;138;27;0
SHERPA;138;26;8
AZOUAOUI;138;18;0
MURTAZA;138;17;0
BOULANOUAR;138;15;0
BRINZA;138;15;0
INGRAM;138;14;0
ANDONE;138;13;0
TAKYI;138;13;0
TODORAN;138;11;0
BALACEANU;138;7;0
MAILAT;138;6;0
CORNIEL;137;192;0
CAGUA;137;188;0
GARSABALL;137;176;0
FERNANDEZ DE LA PUENTE;137;175;0
LOPEZ DE AYALA;137;174;0
GALVIZ;137;169;0
VIDAGANY;137;163;0
ANDORRA;137;161;0
DIAÑEZ;137;160;0
JUNGUITU;137;155;0
LARGACHA;137;155;0
OLIVART;137;155;0
ESMERALDA;137;152;0
ALEO;137;149;0
SANCHEZ PRIETO;137;149;0
ECHALECU;137;148;0
SANTA BARBARA;137;148;0
BERNUS;137;145;0
INESTROZA;137;144;0
AROLAS;137;143;0
COMET;137;142;0
MARENTES;137;142;0
RIVALLO;137;140;0
YUGO;137;140;0
ARCAL;137;139;0
SENCIALES;137;137;7
ALANZOR;137;135;0
DUATIS;137;135;0
CARRAZANA;137;134;0
AMEZTOY;137;133;0
MARGALEJO;137;131;0
ESTOR;137;130;0
AZUMENDI;137;128;5
ARROYAL;137;128;0
LACIDA;137;128;0
BOZALONGO;137;127;0
EZENARRO;137;126;0
JORNA;137;126;0
BOTELHO;137;125;0
SIANES;137;124;0
SIGCHA;137;124;0
BAQUER;137;123;0
DUTAN;137;121;0
MIESES;137;121;0
VAZ ROMERO;137;121;0
CALAS;137;118;0
CANICIO;137;118;0
ESTEVANEZ;137;118;0
RABINAL;137;118;0
YGLESIAS;137;117;0
MALAGARRIGA;137;116;0
